[2025-07-29T06:31:57.436Z] [error]: HIDE::404::NotFound::Route is not exists::
[2025-07-29T06:31:57.540Z] [error]: HIDE::404::NotFound::Route is not exists::
[2025-07-29T06:36:36.271Z] [error]: HIDE::404::NotFound::Username or password is not correct!::
[2025-07-29T07:04:30.007Z] [error]: connect ECONNREFUSED 127.0.0.1:27017
[2025-07-29T07:04:30.010Z] [error]: Inventory-SKU sync failed: MongoServerSelectionError: connect ECONNREFUSED 127.0.0.1:27017
[2025-07-29T07:04:30.149Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:30.653Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:31.157Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:31.661Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:32.165Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:32.669Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:33.172Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:33.676Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:34.179Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:34.681Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:35.184Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:35.687Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:36.189Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:36.691Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:37.194Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:37.696Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:38.198Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:38.701Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:39.204Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:39.706Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:40.209Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:40.711Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:41.213Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:41.715Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:42.218Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:42.719Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:43.221Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:43.723Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:44.224Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:44.725Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:45.227Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:45.727Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:46.228Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:46.729Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:47.230Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:47.731Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:48.232Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:48.732Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:49.234Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:49.735Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:50.236Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:50.737Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:51.238Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:51.740Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:52.241Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:52.742Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:53.243Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:53.745Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:54.246Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:54.748Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:55.249Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:55.749Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:56.250Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:56.751Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:57.252Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:57.753Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:58.291Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:58.791Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:59.294Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:04:59.799Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:00.303Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:00.808Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:01.312Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:01.816Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:02.320Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:02.823Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:03.327Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:03.830Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:04.333Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:04.836Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:05.338Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:05.840Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:06.343Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:06.845Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:07.347Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:07.848Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:08.350Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:08.852Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:09.353Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:09.855Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:10.356Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:10.857Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:11.360Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:11.861Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:12.363Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:12.864Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:13.366Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:13.867Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:14.368Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:14.869Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:15.370Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:15.870Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:16.371Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:16.874Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:17.375Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:17.877Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:18.379Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:18.880Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:19.380Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:19.881Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:20.381Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:20.882Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:21.384Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:21.885Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:22.385Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:22.886Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:23.386Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:23.887Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:24.388Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:24.891Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:25.394Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:25.895Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:26.398Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:26.899Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:27.400Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:27.901Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:28.441Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:28.942Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:29.447Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:29.953Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:30.013Z] [error]: Inventory-SKU sync failed: MongoServerSelectionError: connect ECONNREFUSED 127.0.0.1:27017
[2025-07-29T07:05:30.015Z] [error]: connect ECONNREFUSED 127.0.0.1:27017
[2025-07-29T07:05:30.460Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:30.967Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:31.473Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:31.978Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:32.484Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:32.991Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:33.496Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:34.000Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:34.505Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:35.009Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:35.511Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:36.014Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:36.518Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:37.020Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:37.522Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:38.024Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:38.527Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:39.029Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:39.531Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:40.034Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:40.538Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:41.041Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:41.544Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:42.048Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:42.551Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:43.053Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:43.553Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:44.056Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:44.559Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:45.061Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:45.563Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:46.065Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:46.567Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:47.068Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:47.569Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:48.071Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:48.573Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:49.074Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:49.576Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:50.076Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:50.577Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:51.078Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:51.581Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:52.082Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:52.583Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:53.084Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:53.586Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:54.087Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:54.589Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:55.089Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:55.590Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:56.091Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:56.592Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:57.093Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:57.595Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:58.097Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:58.633Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:59.135Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:05:59.639Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:00.145Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:00.650Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:01.155Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:01.659Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:02.163Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:02.667Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:03.171Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:03.674Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:04.178Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:04.680Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:05.184Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:05.687Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:06.189Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:06.692Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:07.194Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:07.696Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:08.197Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:08.700Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:09.201Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:09.703Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:10.205Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:10.706Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:11.207Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:11.708Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:12.208Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:12.709Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:13.209Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:13.711Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:14.213Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:14.714Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:15.215Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:15.716Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:16.218Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:16.719Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:17.220Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:17.720Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:18.221Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:18.721Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:19.222Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:19.722Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:20.222Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:20.723Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:21.223Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:21.723Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:22.223Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:22.723Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:23.223Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:23.723Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:24.224Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:24.724Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:25.224Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:25.724Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:26.224Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:26.724Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:27.224Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:27.724Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:28.224Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:28.757Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:29.260Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:29.768Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:30.009Z] [error]: Inventory-SKU sync failed: MongoServerSelectionError: connect ECONNREFUSED 127.0.0.1:27017
[2025-07-29T07:06:30.014Z] [error]: connect ECONNREFUSED 127.0.0.1:27017
[2025-07-29T07:06:30.272Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:30.777Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:31.281Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:31.786Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:32.290Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:32.794Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:33.297Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:33.800Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:34.302Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:34.804Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:35.306Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:35.809Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:36.312Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:36.814Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:37.318Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
[2025-07-29T07:06:37.819Z] [error]: Redis error: Error: connect ECONNREFUSED 127.0.0.1:6379
