[2025-03-25T00:22:10.395Z] [error]: HIDE::500::MongoServerError::Cannot do exclusion on field __v in inclusion projection::
[2025-03-25T00:24:30.390Z] [error]: HIDE::500::MongoServerError::Cannot do exclusion on field __v in inclusion projection::
[2025-03-25T01:23:25.871Z] [error]: HIDE::404::NotFound::Token not found!::
[2025-03-25T01:23:34.471Z] [error]: HIDE::404::NotFound::Key token not found!::
[2025-03-25T01:23:44.919Z] [error]: HIDE::404::NotFound::Token not found!::
[2025-03-25T01:23:46.586Z] [error]: HIDE::404::NotFound::Token not found!::
[2025-03-25T01:24:22.821Z] [error]: HIDE::500::ValidationError::"provinceId" is required::
[2025-03-25T01:24:36.458Z] [error]: HIDE::500::ValidationError::"provinceId" length must be 24 characters long::
[2025-03-25T03:45:00.051Z] [error]: Client must be connected before running operations
[2025-03-25T03:45:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:45:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:45:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:45:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:45:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:45:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:45:00.063Z] [error]: Client must be connected before running operations
[2025-03-25T03:45:00.063Z] [error]: Client must be connected before running operations
[2025-03-25T03:45:41.055Z] [error]: HIDE::404::NotFound::Route not exist!::
[2025-03-25T03:46:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:46:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:46:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:46:00.063Z] [error]: Client must be connected before running operations
[2025-03-25T03:46:00.064Z] [error]: Client must be connected before running operations
[2025-03-25T03:46:00.064Z] [error]: Client must be connected before running operations
[2025-03-25T03:46:00.065Z] [error]: Client must be connected before running operations
[2025-03-25T03:46:00.065Z] [error]: Client must be connected before running operations
[2025-03-25T03:46:00.066Z] [error]: Client must be connected before running operations
[2025-03-25T03:46:00.069Z] [error]: Client must be connected before running operations
[2025-03-25T03:46:16.895Z] [error]: HIDE::404::NotFound::Route not exist!::
[2025-03-25T03:46:25.295Z] [error]: HIDE::404::NotFound::Route not exist!::
[2025-03-25T03:47:00.048Z] [error]: Client must be connected before running operations
[2025-03-25T03:47:00.048Z] [error]: Client must be connected before running operations
[2025-03-25T03:47:00.049Z] [error]: Client must be connected before running operations
[2025-03-25T03:47:00.049Z] [error]: Client must be connected before running operations
[2025-03-25T03:47:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:47:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:47:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:47:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:47:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:47:00.063Z] [error]: Client must be connected before running operations
[2025-03-25T03:48:00.010Z] [error]: Client must be connected before running operations
[2025-03-25T03:48:00.011Z] [error]: Client must be connected before running operations
[2025-03-25T03:48:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:48:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:48:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:48:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:48:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:48:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:48:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:48:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:49:00.041Z] [error]: Client must be connected before running operations
[2025-03-25T03:49:00.042Z] [error]: Client must be connected before running operations
[2025-03-25T03:49:00.058Z] [error]: Client must be connected before running operations
[2025-03-25T03:49:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:49:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:49:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:49:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:49:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:49:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:49:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:50:00.006Z] [error]: Client must be connected before running operations
[2025-03-25T03:50:00.007Z] [error]: Client must be connected before running operations
[2025-03-25T03:50:00.007Z] [error]: Client must be connected before running operations
[2025-03-25T03:50:00.010Z] [error]: Client must be connected before running operations
[2025-03-25T03:50:00.046Z] [error]: Client must be connected before running operations
[2025-03-25T03:50:00.049Z] [error]: Client must be connected before running operations
[2025-03-25T03:50:00.058Z] [error]: Client must be connected before running operations
[2025-03-25T03:50:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:50:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:50:00.064Z] [error]: Client must be connected before running operations
[2025-03-25T03:51:00.058Z] [error]: Client must be connected before running operations
[2025-03-25T03:51:00.058Z] [error]: Client must be connected before running operations
[2025-03-25T03:51:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:51:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:51:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:51:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:51:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:51:00.063Z] [error]: Client must be connected before running operations
[2025-03-25T03:51:00.064Z] [error]: Client must be connected before running operations
[2025-03-25T03:51:00.065Z] [error]: Client must be connected before running operations
[2025-03-25T03:52:00.541Z] [error]: Client must be connected before running operations
[2025-03-25T03:52:00.543Z] [error]: Client must be connected before running operations
[2025-03-25T03:52:00.580Z] [error]: Client must be connected before running operations
[2025-03-25T03:52:00.581Z] [error]: Client must be connected before running operations
[2025-03-25T03:52:00.581Z] [error]: Client must be connected before running operations
[2025-03-25T03:52:00.582Z] [error]: Client must be connected before running operations
[2025-03-25T03:52:00.582Z] [error]: Client must be connected before running operations
[2025-03-25T03:52:00.582Z] [error]: Client must be connected before running operations
[2025-03-25T03:52:00.583Z] [error]: Client must be connected before running operations
[2025-03-25T03:52:00.583Z] [error]: Client must be connected before running operations
[2025-03-25T03:53:00.056Z] [error]: Client must be connected before running operations
[2025-03-25T03:53:00.057Z] [error]: Client must be connected before running operations
[2025-03-25T03:53:00.058Z] [error]: Client must be connected before running operations
[2025-03-25T03:53:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:53:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:53:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:53:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:53:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:53:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:53:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:54:00.047Z] [error]: Client must be connected before running operations
[2025-03-25T03:54:00.049Z] [error]: Client must be connected before running operations
[2025-03-25T03:54:00.058Z] [error]: Client must be connected before running operations
[2025-03-25T03:54:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:54:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:54:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:54:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:54:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:54:00.063Z] [error]: Client must be connected before running operations
[2025-03-25T03:54:00.064Z] [error]: Client must be connected before running operations
[2025-03-25T03:55:00.058Z] [error]: Client must be connected before running operations
[2025-03-25T03:55:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:55:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:55:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:55:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:55:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:55:00.063Z] [error]: Client must be connected before running operations
[2025-03-25T03:55:00.063Z] [error]: Client must be connected before running operations
[2025-03-25T03:55:00.063Z] [error]: Client must be connected before running operations
[2025-03-25T03:55:00.063Z] [error]: Client must be connected before running operations
[2025-03-25T03:56:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:56:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:56:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:56:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:56:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:56:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:56:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:56:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:56:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:56:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:57:00.047Z] [error]: Client must be connected before running operations
[2025-03-25T03:57:00.048Z] [error]: Client must be connected before running operations
[2025-03-25T03:57:00.058Z] [error]: Client must be connected before running operations
[2025-03-25T03:57:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:57:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:57:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:57:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:57:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:57:00.064Z] [error]: Client must be connected before running operations
[2025-03-25T03:57:00.064Z] [error]: Client must be connected before running operations
[2025-03-25T03:58:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:58:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T03:58:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:58:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:58:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:58:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:58:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T03:58:00.063Z] [error]: Client must be connected before running operations
[2025-03-25T03:58:00.063Z] [error]: Client must be connected before running operations
[2025-03-25T03:58:00.064Z] [error]: Client must be connected before running operations
[2025-03-25T03:59:00.050Z] [error]: Client must be connected before running operations
[2025-03-25T03:59:00.051Z] [error]: Client must be connected before running operations
[2025-03-25T03:59:00.058Z] [error]: Client must be connected before running operations
[2025-03-25T03:59:00.058Z] [error]: Client must be connected before running operations
[2025-03-25T03:59:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:59:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:59:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T03:59:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:59:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T03:59:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T04:00:00.047Z] [error]: Client must be connected before running operations
[2025-03-25T04:00:00.048Z] [error]: Client must be connected before running operations
[2025-03-25T04:00:00.057Z] [error]: Client must be connected before running operations
[2025-03-25T04:00:00.058Z] [error]: Client must be connected before running operations
[2025-03-25T04:00:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T04:00:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T04:00:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T04:00:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T04:00:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T04:00:00.064Z] [error]: Client must be connected before running operations
[2025-03-25T04:00:52.969Z] [error]: HIDE::500::ValidationError::"wardId" is required::
[2025-03-25T04:01:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T04:01:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T04:01:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T04:01:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T04:01:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T04:01:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T04:01:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T04:01:00.063Z] [error]: Client must be connected before running operations
[2025-03-25T04:01:00.064Z] [error]: Client must be connected before running operations
[2025-03-25T04:01:00.065Z] [error]: Client must be connected before running operations
[2025-03-25T04:02:00.058Z] [error]: Client must be connected before running operations
[2025-03-25T04:02:00.058Z] [error]: Client must be connected before running operations
[2025-03-25T04:02:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T04:02:00.059Z] [error]: Client must be connected before running operations
[2025-03-25T04:02:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T04:02:00.060Z] [error]: Client must be connected before running operations
[2025-03-25T04:02:00.061Z] [error]: Client must be connected before running operations
[2025-03-25T04:02:00.062Z] [error]: Client must be connected before running operations
[2025-03-25T04:02:00.064Z] [error]: Client must be connected before running operations
[2025-03-25T04:02:00.065Z] [error]: Client must be connected before running operations
